label,bit,carton_pk,SDSSC2VB,program,version,v1,name,mapper,alt_program,alt_name
mwm_snc_ext_filler_boss_1.0.41,410,1601,1,mwm_snc,1.0.41,10.41,mwm_snc_ext_filler_boss,mwm,snc,mwm_snc
mwm_monitor_n188_apogee_long_1.0.42,411,1611,1,mwm_monitor,1.0.42,10.42,mwm_monitor_n188_apogee_long,mwm,monitor,mwm_monitor_apogee_n188
mwm_monitor_n188_apogee_short_1.0.42,412,1612,1,mwm_monitor,1.0.42,10.42,mwm_monitor_n188_apogee_short,mwm,monitor,mwm_monitor_apogee_n188
mwm_monitor_m67_apogee_long_1.0.42,413,1613,1,mwm_monitor,1.0.42,10.42,mwm_monitor_m67_apogee_long,mwm,monitor,mwm_monitor_apogee_m67
mwm_monitor_m67_apogee_short_1.0.42,414,1614,1,mwm_monitor,1.0.42,10.42,mwm_monitor_m67_apogee_short,mwm,monitor,mwm_monitor_apogee_m67
mwm_monitor_m15_apogee_long_1.0.42,415,1615,1,mwm_monitor,1.0.42,10.42,mwm_monitor_m15_apogee_long,mwm,monitor,mwm_monitor_apogee_m15
mwm_monitor_m15_apogee_short_1.0.42,416,1616,1,mwm_monitor,1.0.42,10.42,mwm_monitor_m15_apogee_short,mwm,monitor,mwm_monitor_apogee_m15
mwm_wd_pwd_boss_1.0.42,417,1617,1,mwm_wd,1.0.42,10.42,mwm_wd_pwd_boss,mwm,wd,mwm_wd
mwm_wd_gaia_boss_1.0.42,418,1618,1,mwm_wd,1.0.42,10.42,mwm_wd_gaia_boss,mwm,wd,mwm_wd
mwm_cb_galex_mag_boss_1.0.42,419,1619,1,mwm_cb,1.0.42,10.42,mwm_cb_galex_mag_boss,mwm,cb,mwm_cb_galex
mwm_cb_galex_vol_boss_1.0.42,420,1620,1,mwm_cb,1.0.42,10.42,mwm_cb_galex_vol_boss,mwm,cb,mwm_cb_galex
mwm_cb_xmmom_boss_1.0.42,421,1621,1,mwm_cb,1.0.42,10.42,mwm_cb_xmmom_boss,mwm,cb,mwm_cb_xmmom
mwm_cb_swiftuvot_boss_1.0.42,422,1622,1,mwm_cb,1.0.42,10.42,mwm_cb_swiftuvot_boss,mwm,cb,mwm_cb_swiftuvot
mwm_astar_core_boss_1.0.43,423,1624,1,mwm_ob,1.0.43,10.43,mwm_astar_core_boss,mwm,ob,mwm_ob_core
mwm_astar_core_boss_single_1.0.43,424,1625,1,mwm_ob,1.0.43,10.43,mwm_astar_core_boss_single,mwm,ob,mwm_ob_core
mwm_bin_vis_apogee_1.0.44,425,1626,1,mwm_filler,1.0.44,10.44,mwm_bin_vis_apogee,mwm,bin,mwm_bin_vis
mwm_bin_vis_boss_1.0.44,426,1627,1,mwm_filler,1.0.44,10.44,mwm_bin_vis_boss,mwm,bin,mwm_bin_vis
mwm_galactic_core_dist_apogee_1.0.44,427,1628,1,mwm_galactic,1.0.44,10.44,mwm_galactic_core_dist_apogee,mwm,galactic,mwm_galactic_core
mwm_dust_core_dist_apogee_1.0.45,428,1631,1,mwm_dust,1.0.45,10.45,mwm_dust_core_dist_apogee,mwm,dust,mwm_dust_core
manual_mwm_nsbh_apogee_1.0.46,429,1632,1,mwm_cb,1.0.46,10.46,manual_mwm_nsbh_apogee,mwm,nsbh,manual_mwm_nsbh
manual_mwm_nsbh_boss_1.0.46,430,1633,1,mwm_cb,1.0.46,10.46,manual_mwm_nsbh_boss,mwm,nsbh,manual_mwm_nsbh
manual_mwm_validation_rv_apogee_1.0.46,431,1634,1,mwm_validation,1.0.46,10.46,manual_mwm_validation_rv_apogee,mwm,validation,mwm_validation_rv
mwm_cb_cvcandidates_apogee_1.0.47,432,1636,1,mwm_cb,1.0.47,10.47,mwm_cb_cvcandidates_apogee,mwm,cb,mwm_cb_cvcandidates
mwm_cb_cvcandidates_boss_1.0.47,433,1637,1,mwm_cb,1.0.47,10.47,mwm_cb_cvcandidates_boss,mwm,cb,mwm_cb_cvcandidates
mwm_legacy_ir2opt_boss_1.0.47,434,1638,1,mwm_legacy,1.0.47,10.47,mwm_legacy_ir2opt_boss,mwm,legacy,mwm_legacy_ir2opt
bhm_rm_core_1.0.48,435,1639,1,bhm_rm,1.0.48,10.48,bhm_rm_core,bhm,rm,bhm_rm
bhm_rm_known_spec_1.0.48,436,1640,1,bhm_rm,1.0.48,10.48,bhm_rm_known_spec,bhm,rm,bhm_rm
bhm_rm_var_1.0.48,437,1641,1,bhm_rm,1.0.48,10.48,bhm_rm_var,bhm,rm,bhm_rm
bhm_rm_ancillary_1.0.48,438,1642,1,bhm_rm,1.0.48,10.48,bhm_rm_ancillary,bhm,rm,bhm_rm
mwm_tess_2min_apogee_1.0.49,439,1644,1,mwm_planet,1.0.49,10.49,mwm_tess_2min_apogee,mwm,planet,mwm_tess_2min
mwm_tess_rgb_apogee_1.0.49,440,1645,1,mwm_tessrgb,1.0.49,10.49,mwm_tess_rgb_apogee,mwm,tessrgb,mwm_tess_rgb
manual_mwm_planet_gaia_astrometry_apogee_1.0.46,441,1647,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_gaia_astrometry_apogee,mwm,planet,manual_mwm_planet_gaia_astrometry
manual_mwm_planet_gpi_apogee_1.0.46,442,1648,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_gpi_apogee,mwm,planet,manual_mwm_planet_gpi
manual_mwm_planet_harps_apogee_1.0.46,443,1649,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_harps_apogee,mwm,planet,manual_mwm_planet_harps
manual_mwm_planet_known_apogee_1.0.46,444,1650,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_known_apogee,mwm,planet,manual_mwm_planet_known
manual_mwm_planet_sophie_apogee_1.0.46,445,1651,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_sophie_apogee,mwm,planet,manual_mwm_planet_sophie
manual_mwm_planet_sphere_apogee_1.0.46,446,1652,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_sphere_apogee,mwm,planet,manual_mwm_planet_sphere
manual_mwm_planet_tess_eb_apogee_1.0.46,447,1653,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_tess_eb_apogee,mwm,planet,manual_mwm_planet_tess_eb
manual_mwm_planet_tess_pc_apogee_1.0.46,448,1654,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_tess_pc_apogee,mwm,planet,manual_mwm_planet_tess_pc
mwm_magcloud_agb_apogee_1.0.50,449,1657,1,mwm_magcloud,1.0.50,10.5,mwm_magcloud_agb_apogee,mwm,magcloud,mwm_magcloud_agb
mwm_magcloud_rgb_boss_1.0.50,450,1658,1,mwm_magcloud,1.0.50,10.5,mwm_magcloud_rgb_boss,mwm,magcloud,mwm_magcloud_rgb
manual_mwm_planet_ca_legacy_apogee_1.0.46,451,1659,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_ca_legacy_apogee,mwm,planet,manual_mwm_planet_ca_legacy
manual_mwm_planet_transiting_bd_apogee_1.0.46,452,1660,1,mwm_planet,1.0.46,10.46,manual_mwm_planet_transiting_bd_apogee,mwm,planet,manual_mwm_planet_transiting_bd
